VehicleID,Date,Time,Camera,Speed,Type
51,23/Apr/2022,4:38:21,Cam1,42.2708,Bus
52,23/Apr/2022,4:38:21,Cam1,57.8364,Bus
53,23/Apr/2022,4:42:40,Cam1,55.1947,Truck
54,23/Apr/2022,4:42:40,Cam1,51.4746,Truck
55,23/Apr/2022,5:11:28,Cam1,47.2927,Truck
56,23/Apr/2022,5:11:28,Cam1,53.8554,Truck
57,23/Apr/2022,6:09:04,Cam1,54.1819,Bus
58,23/Apr/2022,6:09:04,Cam1,53.8467,Bus
59,23/Apr/2022,7:21:04,Cam1,53.8210,Motorcycle
60,23/Apr/2022,7:21:04,Cam1,58.2983,Motorcycle
61,23/Apr/2022,7:38:21,Cam1,42.8589,Bus
62,23/Apr/2022,7:38:21,Cam1,43.1092,Bus
63,23/Apr/2022,7:40:05,Cam1,48.1832,Bus
64,23/Apr/2022,7:40:05,Cam1,43.2822,Bus
65,23/Apr/2022,8:52:05,Cam1,42.2946,Truck
66,23/Apr/2022,8:52:05,Cam1,44.4524,Truck
67,23/Apr/2022,10:18:29,Cam1,62.2329,Motorcycle
68,23/Apr/2022,10:18:29,Cam1,50.8632,Motorcycle
69,23/Apr/2022,10:47:17,Cam1,49.1358,Car
70,23/Apr/2022,10:47:17,Cam1,56.7687,Car
71,23/Apr/2022,10:51:36,Cam1,49.4984,Truck
72,23/Apr/2022,10:51:36,Cam1,52.0607,Truck
73,23/Apr/2022,10:57:21,Cam1,47.2855,Bus
74,23/Apr/2022,10:57:21,Cam1,49.4432,Bus
75,23/Apr/2022,11:04:33,Cam1,59.1046,Car
76,23/Apr/2022,11:04:33,Cam1,59.2952,Car
77,23/Apr/2022,11:14:38,Cam1,55.9028,Truck
78,23/Apr/2022,11:14:38,Cam1,57.4810,Truck
79,23/Apr/2022,11:26:09,Cam1,48.9424,Truck
80,23/Apr/2022,11:26:09,Cam1,42.5831,Truck
81,23/Apr/2022,11:26:18,Cam1,58.3185,Motorcycle
82,23/Apr/2022,11:26:18,Cam1,47.6553,Motorcycle
83,23/Apr/2022,12:09:30,Cam1,48.0935,Car
84,23/Apr/2022,12:09:30,Cam1,51.8474,Car
85,23/Apr/2022,13:21:30,Cam1,45.5539,Truck
86,23/Apr/2022,13:21:30,Cam1,42.6192,Truck
87,23/Apr/2022,13:28:42,Cam1,61.3356,Bus
88,23/Apr/2022,13:28:42,Cam1,60.9586,Bus
89,23/Apr/2022,13:34:28,Cam1,42.8541,Truck
90,23/Apr/2022,13:34:28,Cam1,54.6495,Truck
91,23/Apr/2022,14:32:04,Cam1,46.8597,Motorcycle
92,23/Apr/2022,14:32:04,Cam1,46.8038,Motorcycle
93,23/Apr/2022,19:20:04,Cam1,48.1787,Bus
94,23/Apr/2022,19:20:04,Cam1,54.6049,Bus
95,23/Apr/2022,20:03:16,Cam1,61.9934,Car
96,23/Apr/2022,20:03:16,Cam1,54.2070,Car
97,23/Apr/2022,21:29:40,Cam1,52.7505,Car
98,23/Apr/2022,21:29:40,Cam1,54.4731,Car
99,23/Apr/2022,23:39:16,Cam1,46.7680,Truck
100,23/Apr/2022,23:39:16,Cam1,59.6839,Truck
101,24/Apr/2022,2:03:16,Cam1,46.6589,Motorcycle
102,24/Apr/2022,2:03:16,Cam1,50.5369,Motorcycle
103,24/Apr/2022,3:15:16,Cam1,51.0112,Truck
104,24/Apr/2022,3:15:16,Cam1,44.4286,Truck
105,24/Apr/2022,3:58:28,Cam1,49.7526,Motorcycle
106,24/Apr/2022,3:58:28,Cam1,54.3934,Motorcycle
107,24/Apr/2022,4:41:40,Cam1,43.9811,Motorcycle
108,24/Apr/2022,4:41:40,Cam1,59.3696,Motorcycle
109,24/Apr/2022,5:24:52,Cam1,54.0218,Truck
110,24/Apr/2022,5:24:52,Cam1,54.4664,Truck
111,24/Apr/2022,6:08:04,Cam1,57.0985,Truck
112,24/Apr/2022,6:08:04,Cam1,51.2370,Truck
113,24/Apr/2022,6:51:16,Cam1,60.5967,Bus
114,24/Apr/2022,6:51:16,Cam1,42.3420,Bus
115,24/Apr/2022,7:48:52,Cam1,50.2417,Car
116,24/Apr/2022,7:48:52,Cam1,51.7557,Car
117,24/Apr/2022,9:00:52,Cam1,62.1444,Bus
118,24/Apr/2022,9:00:52,Cam1,43.3142,Bus
119,24/Apr/2022,9:58:28,Cam1,61.5974,Motorcycle
120,24/Apr/2022,9:58:28,Cam1,48.8675,Motorcycle
121,24/Apr/2022,12:22:28,Cam1,48.9768,Bus
122,24/Apr/2022,12:22:28,Cam1,54.8152,Bus
123,24/Apr/2022,12:51:16,Cam1,43.0487,Bus
124,24/Apr/2022,12:51:16,Cam1,60.5012,Bus
125,24/Apr/2022,14:03:16,Cam1,45.6705,Truck
126,24/Apr/2022,14:03:16,Cam1,56.5665,Truck
127,24/Apr/2022,14:46:28,Cam1,55.7197,Truck
128,24/Apr/2022,14:46:28,Cam1,51.8294,Truck
129,24/Apr/2022,15:58:28,Cam1,59.8107,Truck
130,24/Apr/2022,15:58:28,Cam1,50.5330,Truck
131,25/Apr/2022,3:58:28,Cam1,44.9309,Motorcycle
132,25/Apr/2022,3:58:28,Cam1,43.2206,Motorcycle
133,25/Apr/2022,4:41:40,Cam1,49.0734,Bus
134,25/Apr/2022,4:41:40,Cam1,60.3581,Bus
135,25/Apr/2022,5:17:40,Cam1,56.4403,Car
136,25/Apr/2022,5:17:40,Cam1,56.2442,Car
137,25/Apr/2022,5:23:25,Cam1,42.2952,Bus
138,25/Apr/2022,5:23:25,Cam1,58.7915,Bus
139,25/Apr/2022,5:30:37,Cam1,51.7995,Car
140,25/Apr/2022,5:30:37,Cam1,59.3157,Car
141,25/Apr/2022,5:40:42,Cam1,56.4636,Motorcycle
142,25/Apr/2022,5:40:42,Cam1,49.9584,Motorcycle
143,25/Apr/2022,5:49:20,Cam1,46.2113,Bus
144,25/Apr/2022,5:49:20,Cam1,44.9042,Bus
145,25/Apr/2022,5:52:13,Cam1,43.3344,Bus
146,25/Apr/2022,5:52:13,Cam1,52.8828,Bus
147,25/Apr/2022,5:56:32,Cam1,53.3115,Truck
148,25/Apr/2022,5:56:32,Cam1,51.8065,Truck
149,25/Apr/2022,6:03:44,Cam1,53.1701,Bus
150,25/Apr/2022,6:03:44,Cam1,53.0037,Bus
151,25/Apr/2022,6:13:49,Cam1,52.3856,Bus
152,25/Apr/2022,6:13:49,Cam1,49.3034,Bus
153,25/Apr/2022,6:25:11,Cam1,51.3572,Car
154,25/Apr/2022,6:25:11,Cam1,54.5578,Car
155,25/Apr/2022,6:53:59,Cam1,53.3689,Car
156,25/Apr/2022,6:53:59,Cam1,42.5830,Car
157,25/Apr/2022,9:17:59,Cam1,46.6086,Bus
158,25/Apr/2022,9:17:59,Cam1,60.2527,Bus
159,25/Apr/2022,12:25:11,Cam1,47.8701,Motorcycle
160,25/Apr/2022,12:25:11,Cam1,59.1450,Motorcycle
161,25/Apr/2022,12:46:47,Cam1,44.0313,Motorcycle
162,25/Apr/2022,12:46:47,Cam1,60.8967,Motorcycle
163,25/Apr/2022,13:14:08,Cam1,51.1204,Car
164,25/Apr/2022,13:14:08,Cam1,59.6021,Car
165,25/Apr/2022,14:34:47,Cam1,44.7803,Motorcycle
166,25/Apr/2022,14:34:47,Cam1,53.6933,Motorcycle
167,25/Apr/2022,14:41:59,Cam1,47.1831,Truck
168,25/Apr/2022,14:41:59,Cam1,57.8833,Truck
169,25/Apr/2022,16:02:37,Cam1,48.3758,Motorcycle
170,25/Apr/2022,16:02:37,Cam1,59.5555,Motorcycle
171,26/Apr/2022,1:38:37,Cam1,45.1538,Car
172,26/Apr/2022,1:38:37,Cam1,50.5038,Car
173,26/Apr/2022,2:21:49,Cam1,53.0490,Bus
174,26/Apr/2022,2:21:49,Cam1,45.2314,Bus
175,26/Apr/2022,3:33:49,Cam1,56.4455,Motorcycle
176,26/Apr/2022,3:33:49,Cam1,45.8472,Motorcycle
177,26/Apr/2022,4:45:49,Cam1,45.4200,Motorcycle
178,26/Apr/2022,4:45:49,Cam1,49.6484,Motorcycle
179,26/Apr/2022,6:26:37,Cam1,48.1500,Bus
180,26/Apr/2022,6:26:37,Cam1,52.9716,Bus
181,26/Apr/2022,6:35:16,Cam1,48.2909,Bus
182,26/Apr/2022,6:35:16,Cam1,56.0723,Bus
183,26/Apr/2022,6:45:20,Cam1,59.3895,Truck
184,26/Apr/2022,6:45:20,Cam1,42.4882,Truck
185,26/Apr/2022,7:28:32,Cam1,60.0737,Bus
186,26/Apr/2022,7:28:32,Cam1,46.4848,Bus
187,26/Apr/2022,8:40:32,Cam1,61.0671,Truck
188,26/Apr/2022,8:40:32,Cam1,53.2239,Truck
189,26/Apr/2022,9:38:08,Cam1,55.3031,Car
190,26/Apr/2022,9:38:08,Cam1,61.2466,Car
191,26/Apr/2022,9:44:37,Cam1,59.9382,Bus
192,26/Apr/2022,9:44:37,Cam1,49.8888,Bus
193,26/Apr/2022,11:18:13,Cam1,50.3662,Bus
194,26/Apr/2022,11:18:13,Cam1,53.7322,Bus
195,26/Apr/2022,12:23:01,Cam1,47.1631,Car
196,26/Apr/2022,12:23:01,Cam1,45.8056,Car
197,26/Apr/2022,12:25:54,Cam1,61.6453,Bus
198,26/Apr/2022,12:25:54,Cam1,44.1401,Bus
199,26/Apr/2022,12:33:06,Cam1,47.0448,Bus
200,26/Apr/2022,12:33:06,Cam1,58.8059,Bus
201,26/Apr/2022,13:01:54,Cam1,43.9377,Bus
202,26/Apr/2022,13:01:54,Cam1,54.5275,Bus
203,26/Apr/2022,13:02:46,Cam1,45.9939,Car
204,26/Apr/2022,13:02:46,Cam1,47.6252,Car
205,26/Apr/2022,13:10:32,Cam1,59.1063,Motorcycle
206,26/Apr/2022,13:10:32,Cam1,50.8782,Motorcycle
207,26/Apr/2022,13:11:07,Cam1,50.9175,Car
208,26/Apr/2022,13:11:07,Cam1,46.9606,Car
209,26/Apr/2022,14:28:53,Cam1,50.9384,Bus
210,26/Apr/2022,14:28:53,Cam1,42.9829,Bus
211,26/Apr/2022,14:37:31,Cam1,47.2578,Bus
212,26/Apr/2022,14:37:31,Cam1,44.1289,Bus
213,26/Apr/2022,17:01:31,Cam1,51.9012,Truck
214,26/Apr/2022,17:01:31,Cam1,54.0189,Truck
215,26/Apr/2022,17:30:19,Cam1,54.3847,Bus
216,26/Apr/2022,17:30:19,Cam1,52.0154,Bus
217,26/Apr/2022,17:59:07,Cam1,56.5280,Motorcycle
218,26/Apr/2022,17:59:07,Cam1,62.1638,Motorcycle
219,26/Apr/2022,18:56:43,Cam1,60.3626,Bus
220,26/Apr/2022,18:56:43,Cam1,58.2391,Bus
221,26/Apr/2022,19:03:55,Cam1,46.9194,Car
222,26/Apr/2022,19:03:55,Cam1,47.8781,Car
223,26/Apr/2022,19:14:00,Cam1,55.7571,Bus
224,26/Apr/2022,19:14:00,Cam1,44.8205,Bus
225,26/Apr/2022,19:16:53,Cam1,51.3130,Motorcycle
226,26/Apr/2022,19:16:53,Cam1,48.3487,Motorcycle
227,26/Apr/2022,19:24:05,Cam1,55.6694,Car
228,26/Apr/2022,19:24:05,Cam1,46.4506,Car
229,26/Apr/2022,20:07:17,Cam1,52.5555,Bus
230,26/Apr/2022,20:07:17,Cam1,60.3327,Bus
231,26/Apr/2022,20:14:29,Cam1,45.8984,Bus
232,26/Apr/2022,20:14:29,Cam1,52.0535,Bus
233,26/Apr/2022,20:18:48,Cam1,57.3708,Truck
234,26/Apr/2022,20:18:48,Cam1,52.8675,Truck
235,26/Apr/2022,21:30:48,Cam1,45.1991,Bus
236,26/Apr/2022,21:30:48,Cam1,55.8713,Bus
237,26/Apr/2022,21:59:36,Cam1,51.5406,Bus
238,26/Apr/2022,21:59:36,Cam1,57.2439,Bus
239,26/Apr/2022,22:42:48,Cam1,55.0269,Car
240,26/Apr/2022,22:42:48,Cam1,61.1627,Car
241,27/Apr/2022,3:30:48,Cam1,51.2914,Motorcycle
242,27/Apr/2022,3:30:48,Cam1,52.3800,Motorcycle
243,27/Apr/2022,4:14:00,Cam1,44.3764,Bus
244,27/Apr/2022,4:14:00,Cam1,60.0682,Bus
245,27/Apr/2022,5:26:00,Cam1,59.9874,Motorcycle
246,27/Apr/2022,5:26:00,Cam1,46.5141,Motorcycle
247,27/Apr/2022,5:29:10,Cam1,56.4052,Motorcycle
248,27/Apr/2022,5:29:10,Cam1,61.4827,Motorcycle
249,27/Apr/2022,5:33:58,Cam1,53.1123,Motorcycle
250,27/Apr/2022,5:33:58,Cam1,46.0870,Motorcycle
251,27/Apr/2022,6:09:14,Cam1,43.3397,Car
252,27/Apr/2022,6:09:14,Cam1,57.1312,Car
253,27/Apr/2022,6:19:18,Cam1,45.7162,Bus
254,27/Apr/2022,6:19:18,Cam1,47.3778,Bus
255,27/Apr/2022,7:31:18,Cam1,46.6432,Truck
256,27/Apr/2022,7:31:18,Cam1,51.4839,Truck
257,27/Apr/2022,7:35:37,Cam1,57.6421,Motorcycle
258,27/Apr/2022,7:35:37,Cam1,59.5962,Motorcycle
259,27/Apr/2022,7:42:49,Cam1,56.3378,Car
260,27/Apr/2022,7:42:49,Cam1,51.9328,Car
261,27/Apr/2022,7:52:54,Cam1,46.7697,Truck
262,27/Apr/2022,7:52:54,Cam1,51.1880,Truck
263,27/Apr/2022,8:01:32,Cam1,56.0864,Car
264,27/Apr/2022,8:01:32,Cam1,61.4390,Car
265,27/Apr/2022,8:09:18,Cam1,47.3257,Bus
266,27/Apr/2022,8:09:18,Cam1,48.5614,Bus
267,27/Apr/2022,8:17:30,Cam1,60.2389,Motorcycle
268,27/Apr/2022,8:17:30,Cam1,48.8304,Motorcycle
269,27/Apr/2022,8:54:29,Cam1,55.5079,Bus
270,27/Apr/2022,8:54:29,Cam1,59.1236,Bus
271,27/Apr/2022,8:57:56,Cam1,43.0028,Truck
272,27/Apr/2022,8:57:56,Cam1,48.0158,Truck
273,27/Apr/2022,9:36:35,Cam1,50.5498,Motorcycle
274,27/Apr/2022,9:36:35,Cam1,58.8257,Motorcycle
275,27/Apr/2022,9:50:59,Cam1,46.8815,Bus
276,27/Apr/2022,9:50:59,Cam1,48.4614,Bus
277,27/Apr/2022,10:08:48,Cam1,59.9634,Motorcycle
278,27/Apr/2022,10:08:48,Cam1,56.1847,Motorcycle
279,27/Apr/2022,11:20:48,Cam1,44.5063,Car
280,27/Apr/2022,11:20:48,Cam1,43.1148,Car
281,27/Apr/2022,16:08:48,Cam1,47.5582,Car
282,27/Apr/2022,16:08:48,Cam1,49.4796,Car
283,27/Apr/2022,22:08:48,Cam1,51.0854,Car
284,27/Apr/2022,22:08:48,Cam1,54.9983,Car
285,27/Apr/2022,22:16:00,Cam1,42.6819,Car
286,27/Apr/2022,22:16:00,Cam1,51.4685,Car
287,27/Apr/2022,22:20:19,Cam1,53.8152,Bus
288,27/Apr/2022,22:20:19,Cam1,52.1109,Bus
289,27/Apr/2022,22:54:52,Cam1,46.2910,Bus
290,27/Apr/2022,22:54:52,Cam1,45.5374,Bus
291,28/Apr/2022,1:18:52,Cam1,50.8802,Bus
292,28/Apr/2022,1:18:52,Cam1,49.2089,Bus
293,28/Apr/2022,2:30:52,Cam1,45.2324,Truck
294,28/Apr/2022,2:30:52,Cam1,54.1157,Truck
295,28/Apr/2022,2:34:28,Cam1,42.3699,Motorcycle
296,28/Apr/2022,2:34:28,Cam1,51.4817,Motorcycle
297,28/Apr/2022,2:40:57,Cam1,53.2916,Car
298,28/Apr/2022,2:40:57,Cam1,59.6134,Car
299,28/Apr/2022,2:50:26,Cam1,49.8572,Motorcycle
300,28/Apr/2022,2:50:26,Cam1,42.7698,Motorcycle
301,28/Apr/2022,2:59:04,Cam1,57.2603,Truck
302,28/Apr/2022,2:59:04,Cam1,62.0309,Truck
303,28/Apr/2022,3:06:51,Cam1,44.8672,Bus
304,28/Apr/2022,3:06:51,Cam1,57.7140,Bus
305,28/Apr/2022,3:14:55,Cam1,49.7274,Motorcycle
306,28/Apr/2022,3:14:55,Cam1,57.8082,Motorcycle
307,28/Apr/2022,3:22:41,Cam1,61.1911,Motorcycle
308,28/Apr/2022,3:22:41,Cam1,52.2098,Motorcycle
309,28/Apr/2022,3:35:30,Cam1,51.4421,Car
310,28/Apr/2022,3:35:30,Cam1,59.1988,Car
311,28/Apr/2022,3:37:35,Cam1,46.3256,Car
312,28/Apr/2022,3:37:35,Cam1,56.6149,Car
313,28/Apr/2022,3:45:39,Cam1,55.7643,Truck
314,28/Apr/2022,3:45:39,Cam1,52.0062,Truck
315,28/Apr/2022,3:52:11,Cam1,47.4690,Truck
316,28/Apr/2022,3:52:11,Cam1,58.2751,Truck
317,28/Apr/2022,4:29:20,Cam1,52.4071,Truck
318,28/Apr/2022,4:29:20,Cam1,55.1328,Truck
319,28/Apr/2022,5:06:12,Cam1,58.5792,Car
320,28/Apr/2022,5:06:12,Cam1,55.2551,Car
321,28/Apr/2022,5:14:22,Cam1,47.3094,Truck
322,28/Apr/2022,5:14:22,Cam1,45.0395,Truck
323,28/Apr/2022,5:18:14,Cam1,62.1422,Car
324,28/Apr/2022,5:18:14,Cam1,51.8701,Car
325,28/Apr/2022,5:25:16,Cam1,58.7449,Bus
326,28/Apr/2022,5:25:16,Cam1,56.0315,Bus
327,28/Apr/2022,5:31:50,Cam1,43.5253,Bus
328,28/Apr/2022,5:31:50,Cam1,59.0104,Bus
329,28/Apr/2022,5:41:19,Cam1,59.0358,Car
330,28/Apr/2022,5:41:19,Cam1,58.3086,Car
331,28/Apr/2022,5:55:32,Cam1,58.8858,Car
332,28/Apr/2022,5:55:32,Cam1,56.3517,Car
333,28/Apr/2022,6:04:57,Cam1,49.9055,Bus
334,28/Apr/2022,6:04:57,Cam1,44.7100,Bus
335,28/Apr/2022,6:08:36,Cam1,44.6800,Bus
336,28/Apr/2022,6:08:36,Cam1,46.1650,Bus
337,28/Apr/2022,6:18:01,Cam1,42.8469,Bus
338,28/Apr/2022,6:18:01,Cam1,53.9164,Bus
339,28/Apr/2022,8:27:37,Cam1,44.7283,Motorcycle
340,28/Apr/2022,8:27:37,Cam1,54.9259,Motorcycle
341,28/Apr/2022,9:04:29,Cam1,45.7313,Car
342,28/Apr/2022,9:04:29,Cam1,60.4736,Car
343,28/Apr/2022,9:22:29,Cam1,48.4932,Truck
344,28/Apr/2022,9:22:29,Cam1,61.7990,Truck
345,28/Apr/2022,9:40:34,Cam1,50.4944,Car
346,28/Apr/2022,9:40:34,Cam1,42.9125,Car
347,28/Apr/2022,10:01:27,Cam1,55.6710,Truck
348,28/Apr/2022,10:01:27,Cam1,53.6404,Truck
349,28/Apr/2022,10:15:51,Cam1,51.5696,Car
350,28/Apr/2022,10:15:51,Cam1,49.4181,Car
351,28/Apr/2022,10:28:49,Cam1,52.7362,Bus
352,28/Apr/2022,10:28:49,Cam1,46.6172,Bus
353,28/Apr/2022,10:42:55,Cam1,43.1958,Bus
354,28/Apr/2022,10:42:55,Cam1,50.9745,Bus
355,28/Apr/2022,10:45:01,Cam1,56.3833,Car
356,28/Apr/2022,10:45:01,Cam1,51.7835,Car
357,28/Apr/2022,10:54:30,Cam1,55.7885,Motorcycle
358,28/Apr/2022,10:54:30,Cam1,54.0241,Motorcycle
359,28/Apr/2022,11:02:57,Cam1,44.4545,Truck
360,28/Apr/2022,11:02:57,Cam1,43.3103,Truck
361,28/Apr/2022,11:12:23,Cam1,46.5875,Motorcycle
362,28/Apr/2022,11:12:23,Cam1,56.0357,Motorcycle
363,28/Apr/2022,11:16:02,Cam1,46.8744,Truck
364,28/Apr/2022,11:16:02,Cam1,56.1652,Truck
365,28/Apr/2022,11:25:50,Cam1,61.2702,Motorcycle
366,28/Apr/2022,11:25:50,Cam1,53.9455,Motorcycle
367,28/Apr/2022,11:34:01,Cam1,48.9077,Bus
368,28/Apr/2022,11:34:01,Cam1,49.3128,Bus
369,28/Apr/2022,11:37:41,Cam1,49.7869,Motorcycle
370,28/Apr/2022,11:37:41,Cam1,56.5117,Motorcycle
371,28/Apr/2022,11:46:08,Cam1,60.6977,Car
372,28/Apr/2022,11:46:08,Cam1,60.9855,Car
373,28/Apr/2022,11:53:55,Cam1,57.9515,Car
374,28/Apr/2022,11:53:55,Cam1,46.9256,Car
375,28/Apr/2022,12:15:31,Cam1,44.4390,Truck
376,28/Apr/2022,12:15:31,Cam1,61.4151,Truck
377,28/Apr/2022,12:19:15,Cam1,50.7238,Motorcycle
378,28/Apr/2022,12:19:15,Cam1,47.8674,Motorcycle
379,28/Apr/2022,13:59:50,Cam1,57.7794,Truck
380,28/Apr/2022,13:59:50,Cam1,48.0552,Truck
381,28/Apr/2022,14:08:15,Cam1,58.0717,Car
382,28/Apr/2022,14:08:15,Cam1,61.6869,Car
383,28/Apr/2022,15:27:08,Cam1,49.8305,Bus
384,28/Apr/2022,15:27:08,Cam1,60.4493,Bus
385,28/Apr/2022,17:05:46,Cam1,60.3252,Car
386,28/Apr/2022,17:05:46,Cam1,51.7534,Car
387,28/Apr/2022,17:14:15,Cam1,53.5865,Truck
388,28/Apr/2022,17:14:15,Cam1,49.1303,Truck
389,28/Apr/2022,17:22:37,Cam1,57.4187,Bus
390,28/Apr/2022,17:22:37,Cam1,51.7260,Bus
391,28/Apr/2022,18:46:43,Cam1,58.1928,Bus
392,28/Apr/2022,18:46:43,Cam1,58.0931,Bus
393,28/Apr/2022,18:56:35,Cam1,55.3394,Truck
394,28/Apr/2022,18:56:35,Cam1,59.3084,Truck
395,28/Apr/2022,20:05:33,Cam1,46.0648,Truck
396,28/Apr/2022,20:05:33,Cam1,46.0531,Truck
397,28/Apr/2022,20:41:33,Cam1,48.9554,Bus
398,28/Apr/2022,20:41:33,Cam1,48.0328,Bus
399,28/Apr/2022,23:05:33,Cam1,44.9159,Car
400,28/Apr/2022,23:05:33,Cam1,44.2700,Car
401,1/May/2022,3:53:33,Cam1,43.1653,Truck
402,1/May/2022,3:53:33,Cam1,47.6245,Truck
403,1/May/2022,5:05:33,Cam1,50.7597,Truck
404,1/May/2022,5:05:33,Cam1,60.1666,Truck
405,1/May/2022,17:05:33,Cam1,61.3302,Bus
406,1/May/2022,17:05:33,Cam1,56.4434,Bus
407,1/May/2022,21:53:33,Cam1,52.5344,Truck
408,1/May/2022,21:53:33,Cam1,48.9964,Truck
409,1/May/2022,22:22:21,Cam1,56.0076,Motorcycle
410,1/May/2022,22:22:21,Cam1,51.8780,Motorcycle
411,2/May/2022,3:10:21,Cam1,55.8062,Truck
412,2/May/2022,3:10:21,Cam1,44.3012,Truck
413,2/May/2022,4:22:21,Cam1,45.6690,Truck
414,2/May/2022,4:22:21,Cam1,47.7981,Truck
415,2/May/2022,5:05:33,Cam1,44.4203,Car
416,2/May/2022,5:05:33,Cam1,61.3129,Car
417,2/May/2022,17:05:33,Cam1,56.6368,Motorcycle
418,2/May/2022,17:05:33,Cam1,57.4847,Motorcycle
419,2/May/2022,17:34:21,Cam1,59.4685,Car
420,2/May/2022,17:34:21,Cam1,45.3397,Car
421,5/May/2022,3:10:21,Cam1,47.0392,Truck
422,5/May/2022,3:10:21,Cam1,52.3770,Truck
423,5/May/2022,7:58:21,Cam1,51.7693,Motorcycle
424,5/May/2022,7:58:21,Cam1,60.5375,Motorcycle
425,5/May/2022,10:22:21,Cam1,50.3222,Bus
426,5/May/2022,10:22:21,Cam1,52.2248,Bus
427,5/May/2022,16:22:21,Cam1,60.3569,Bus
428,5/May/2022,16:22:21,Cam1,45.5533,Bus
429,5/May/2022,23:34:21,Cam1,43.2076,Bus
430,5/May/2022,23:34:21,Cam1,45.9169,Bus
431,8/Jun/2022,4:22:21,Cam1,55.1706,Car
432,8/Jun/2022,4:22:21,Cam1,58.8948,Car
433,8/Jun/2022,5:34:21,Cam1,53.4946,Motorcycle
434,8/Jun/2022,5:34:21,Cam1,43.8299,Motorcycle
435,8/Jun/2022,6:17:33,Cam1,57.6353,Car
436,8/Jun/2022,6:17:33,Cam1,61.0329,Car
437,8/Jun/2022,8:41:33,Cam1,60.3548,Car
438,8/Jun/2022,8:41:33,Cam1,53.3857,Car
439,8/Jun/2022,13:29:33,Cam1,57.1660,Car
440,8/Jun/2022,13:29:33,Cam1,53.3054,Car
441,15/Jun/2022,1:29:33,Cam1,44.7082,Truck
442,15/Jun/2022,1:29:33,Cam1,49.8133,Truck
443,15/Jun/2022,2:41:33,Cam1,55.6854,Truck
444,15/Jun/2022,2:41:33,Cam1,52.7169,Truck
445,15/Jun/2022,2:45:53,Cam1,50.7708,Motorcycle
